# Isothermal calorimetry of a CEM II-A-LL 42.5 R Hranice paste — limestone-blended Portland
#
# Source dataset: Šmilauer V., Reiterman P. (2025), Isothermal calorimetry
#   database of 65 cements and approximations. Zenodo.
#   doi: 10.5281/zenodo.15212785
#   license: CC-BY-4.0  <https://creativecommons.org/licenses/by/4.0/>
#   source file: 165-CEM II-A-LL 42.5 R Hranice-423.csv
#
# Companion article, to be cited (CC BY-NC-ND 3.0 — cite, do not reproduce):
#   Šmilauer V., Edelmannová J., Reiterman P., Isothermal calorimetry database
#   of 65 cements with analytical approximations, Ceramics-Silikáty 70(1),
#   25-33 (2026). doi: 10.13168/cs.2025.0048
#
# cement: CEM II/A-LL 42.5 R Hranice
# blaine: 423 m2/kg
# wb: 0.45
# temperature: 20C
# Truncated from line: 1112 with assigned time: 0.75 h normalized with binder mass: 16.841 g
# Released heat up to 45 minutes (J/g of binder): 6.1
# reference fit by the depositors: Fitted affinity hydration model, B1 0.624985 h^-1, B2 3.874e-03, eta 5.9460, DoHInf 0.85, Qpot 460.0 J/g, Ea 40000.0 J/mol
#
# Subset of the source record: 500 of 14512 rows, chosen as
#   the rows nearest to 500 log-spaced times. Values are verbatim; no
#   interpolation, no smoothing. Regenerate with data/experimental/regenerate.jl
#
# The fourth column is NOT a measurement: it is the depositors' own
#   affinity-model fit, read off their tabulated curve at the row nearest
#   in time. It is carried so that a fit can be judged against somebody
#   else's on the very same record.
#
# columns: hydration time (h), heat flow (W/g of binder), heat (J/g of
#   binder), depositors' fitted heat (J/g of binder)
time_h,heat_flow_W_per_g,heat_J_per_g,reference_fit_J_per_g
0.75,0.0015091992238017455,0.0,0.0
0.7594265407986112,0.0014612365830890702,0.050401681781961125,0.0134
0.7697357855902778,0.001412347302364124,0.10372320754341105,0.0134
0.7796630859375,0.0013673192399015776,0.15338103250265384,0.0272
0.7892084418402778,0.0013258260297922438,0.19964667157589153,0.0272
0.7986214192708334,0.0012875886625326742,0.24392669590385777,0.0414
0.8089284939236112,0.0012474378961569335,0.290946724577722,0.0559
0.8185541449652778,0.0012119058115187418,0.3335499824083272,0.0559
0.828217502170139,0.0011779669450750667,0.3751128850269957,0.0709
0.8398640950520835,0.0011394585334248124,0.42368250348363423,0.0709
0.8477628580729168,0.001114484400035109,0.4557275700333113,0.0862
0.85909912109375,0.001080607992741383,0.5005106000668135,0.1021
0.8720678710937502,0.0010442279344770502,0.5501020436412063,0.1021
0.882475314670139,0.0010167543991517305,0.5887062221050045,0.1183
0.892812228732639,0.000991004729600281,0.6260566411621856,0.1183
0.905242648654514,0.0009615902792854718,0.6697354482093447,0.135
0.9145024956597223,0.000941167652651719,0.7014500934171777,0.1522
0.9274593085050584,0.0009138434024065567,0.744700339835334,0.1522
0.9410693345467249,0.0008871447768500006,0.7888121672859361,0.1699
0.9491061726543639,0.0008720194393588491,0.8142596228440198,0.1699
0.9617800550328361,0.0008497761166190199,0.8535389246852512,0.1881
0.9750965697897807,0.0008278556082426419,0.8937482212331989,0.2068
0.9863894300328362,0.0008104359470870731,0.9270496272907076,0.2068
0.9990028197897807,0.0007920336782740718,0.9634317583418995,0.2261
1.0123220472203363,0.0007740505527464276,1.0009780160289634,0.2261
1.023376463452975,0.0007600214701337,1.0315002164883311,0.2459
1.036315916577975,0.0007442287044189879,1.0665312861150555,0.2459
1.0488670504755446,0.0007302321561674972,1.0998423663533596,0.2664
1.0625478772984613,0.0007158503656129962,1.1354444510099397,0.2874
1.0777128078540166,0.000700845839979549,1.174112184892563,0.2874
1.089024385544989,0.0006904685597044578,1.2024405145568329,0.3091
1.1066754814651278,0.0006754124171688882,1.2458216031884615,0.3314
1.11811645368735,0.0006663578783957293,1.2734536852127452,0.3314
1.1310814059442946,0.0006566368599452737,1.304324352838675,0.3544
1.149627376794815,0.0006436973983649552,1.34772301145704,0.3544
1.162297461430232,0.0006355634173248327,1.3768980285070516,0.3781
1.177434722714954,0.0006262991042208163,1.4112742563982856,0.4025
1.1919320642948152,0.0006181434166431096,1.4437442429894491,0.4025
1.2066076285309264,0.0006102210847086164,1.4761927388503517,0.4276
1.220564876794815,0.000603502840477658,1.5066850986194384,0.4276
1.2351307536496057,0.0005967499974988208,1.538150267571698,0.4536
1.2508827039930557,0.0005899782850014009,1.5717951904503042,0.4803
1.266409369574653,0.0005838532554106581,1.6046009797913074,0.4803
1.2832991536458334,0.0005775879908145479,1.6399106651394988,0.5079
1.3027069091796877,0.0005710691997620095,1.680037059801888,0.5079
1.3199634467230905,0.0005656992814495455,1.7153435934910577,0.5364
1.3287957763671874,0.0005630663195990953,1.7332889272739394,0.5364
1.347946980794271,0.0005577922623635211,1.77192680374521,0.5658
1.365955335828993,0.0005532684676032729,1.8079382620193805,0.5961
1.3866184488932292,0.0005483339700456683,1.8489108263171412,0.5961
1.4048272705078126,0.0005444431910234998,1.8847232287079934,0.6274
1.4165093315972221,0.0005421165139804006,1.9075710910400567,0.6274
1.4302353244357642,0.0005393827538856064,1.9342914632101678,0.6597
1.458081732855903,0.0005344217447142538,1.9881140255822043,0.693
1.4722369045681423,0.0005322063444068933,2.0152909723404977,0.693
1.4865511067708335,0.0005300014133656808,2.042659354267341,0.7275
1.5117579820421008,0.000526396824343692,2.0905856049175813,0.7631
1.5346536933051218,0.0005233178230747104,2.133846739174121,0.7631
1.5479587978786893,0.0005217928495751175,2.1588762913971244,0.7999
1.5612639024522572,0.0005202891682445387,2.1838333097955096,0.7999
1.5893004353841147,0.000517285280348625,2.236190540513798,0.8379
1.6053822157118058,0.0005157858603949477,2.266095062180766,0.8379
1.6291973671648239,0.0005135654026744171,2.3102205433918,0.8773
1.6479850139882832,0.0005120638107157125,2.3449042546402485,0.9179
1.6656282431549498,0.0005107016507085225,2.377384970868103,0.9179
1.6865934548113084,0.0005092007821222345,2.4158734175397405,0.96
1.7115596481164297,0.0005074746144128379,2.4615607274606246,1.0035
1.7376211173004577,0.0005059836722761353,2.509102708894741,1.0035
1.7585900504059264,0.0005048562272558168,2.5472543525686056,1.0486
1.784343752000067,0.0005036379425939504,2.59400477680614,1.0952
1.794327611592081,0.0005031656538643976,2.612097991144935,1.0952
1.817201892733574,0.0005021485734453583,2.6534891656394937,1.0952
1.849920979274644,0.0005009810202732822,2.7125678368193133,1.1435
1.863347870839967,0.000500501892904658,2.736772081282888,1.1935
1.8920733013417985,0.0004995834016701473,2.7884790528820025,1.1935
1.9105063423845503,0.0004990897134315893,2.821614501416136,1.2454
1.943548019197252,0.0004984141917872243,2.8809395718101216,1.2991
1.9686341296301948,0.0004979444131407393,2.925930143399386,1.2991
1.9892232545216877,0.0004976503381723299,2.962825482166289,1.3547
2.013097596698337,0.0004974968799529295,3.005590755529283,1.3547
2.0457551352183025,0.0004972869655739617,3.0640677006870836,1.4125
2.0640415732065835,0.0004971694249861586,3.096800817899533,1.4724
2.086995267868042,0.0004972133054763557,3.1378828702187045,1.4724
2.121259935167101,0.0004974602767135368,3.199230757075524,1.5345
2.1393594784206815,0.0004975907337394503,3.2316487009213075,1.5345
2.1768163299560546,0.0004980125596254893,3.2987696504436124,1.599
2.1961736382378474,0.0004983840708321694,3.3334872525876875,1.599
2.2293734317355685,0.0004990411821469068,3.3930924194234047,1.666
2.2603614552815756,0.0004999075006007798,3.4488122760270685,1.7355
2.275887680053711,0.000500328972862704,3.4767660893891765,1.7355
2.315225534439087,0.0005016661416439497,3.5477096226467,1.8077
2.336810246904691,0.000502475058052102,3.586723000973251,1.8077
2.3594965906275642,0.0005033252595874554,3.6277952780738336,1.8828
2.39813458316856,0.0005051156859622425,3.697925286946902,1.9608
